country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	city	postcode	keywords	products	products_language	chunk	lat	long
austria	agriculture_livestock	fruit	NA	GERHARD-VOGLER_00000005205137-001	GERHARD VOGLER	Straning		juices, fruit and vegetable | fruit | drinks, soft | liquors and spirits | wines		FALSE		Manufacturer/ Producer	The company GERHARD VOGLER, is a Manufacturer/ Producer, which operates in the Fruit industry. It also operates in the Drinks, soft, Juices, fruit and vegetable, Liquors and spirits, and Wines industries. It is based in Straning, Austria.	http://www.weinbau-vogler.com	Etzmannsdorf bei Straning 20 	 3722 Straning	3722	Fruit, Drinks, soft, Juices, fruit and vegetable, Liquors and spirits, Wines	NA	NA	16283	48.6124937376928	15.861294916301075
