country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	city	postcode	keywords	products	products_language	chunk	lat	long
germany	agriculture_livestock	eggs	NA	ZUEGG-DEUTSCHLAND-GMBH_00000004781326-001	ZUEGG DEUTSCHLAND GMBH	Zörbig		eggs | dairy products | oils and fats, edible | juices, fruit and vegetable | fruit preserves and jams		FALSE		Manufacturer/ Producer	The company ZUEGG DEUTSCHLAND GMBH, is a Manufacturer/ Producer, which operates in the Eggs industry. It also operates in the Dairy products, Oils and fats, edible, Juices, fruit and vegetable, and Fruit preserves and jams industries. It is based in Zörbig, Germany.	http://www.zuegg.de	Thura-Mark 14 	 06780 Zörbig	06780	Eggs, Dairy products, Oils and fats, edible, Juices, fruit and vegetable, Fruit preserves and jams	NA	NA	10055	51.64611745	12.09629086839833
