country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	city	postcode	keywords	products	products_language	chunk	lat	long
austria	agriculture_livestock	fish	NA	LOOK-OUT-VERTRIEBSBERATUNG-GMBH_00000005218348-001	LOOK OUT VERTRIEBSBERATUNG GMBH	Wien		fish | fruit | drinks, soft | liquors and spirits | wines		FALSE		Distributor	The company LOOK OUT VERTRIEBSBERATUNG GMBH, is a Distributor, which operates in the Fruit industry. It also operates in the Fish, Drinks, soft, Liquors and spirits, and Wines industries. It is based in Wien, Austria.	http://www.lo-austria.com	Lehmanngasse 7 	 1230 Wien	1230	Fruit, Fish, Drinks, soft, Liquors and spirits, Wines	NA	NA	10978	48.14419325682527	16.298895002208557
