country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	postcode	keywords	products	products_language	chunk	lat	long
germany	agriculture_livestock	agriculture_import_export	NA	GERMANYSALES-FOOD-TRADING-COMPANY_DEU482850-00101	GERMANYSALES - FOOD TRADING COMPANY	Kirchentellinsfurt		food - import-export | import-export - food and agriculture | food specialities		FALSE	2000		The company GERMANYSALES - FOOD TRADING COMPANY, founded in 2000, which operates in the Import-export - food and agriculture industry. It also operates in the Food specialities, and Food - import-export industries. It is based in Kirchentellinsfurt, Germany.	http://www.germanysales.com	Kastanienweg 12 	72138	Import-export - food and agriculture, Food specialities, Food - import-export	NA	NA	12	48.54442685	9.150304805540138
germany	agriculture_livestock	agriculture_import_export	NA	KURT-ABELE-GMBH_DEU276302-00101	KURT ABELE GMBH	Korntal-Münchingen	1 - 10	beverages - import-export | import-export - food and agriculture | liquors and spirits	Registered office	FALSE	1964	Wholesaler	The company KURT ABELE GMBH, is a Wholesaler, founded in 1964, which operates in the Import-export - food and agriculture industry. It also operates in the Beverages - import-export, and Liquors and spirits industries. It is based in Korntal-Münchingen, Germany.	https://www.abele-zelte.de/	Daimlerstr. 23 	70825	Import-export - food and agriculture, Beverages - import-export, Liquors and spirits	NA	NA	12	48.84034200704553	9.110006767753887
germany	agriculture_livestock	agriculture_import_export	NA	TK-LEBENSMITTEL-GROSHANDEL-IMPORT-EXPORT-LOGISTIK-L-NOWACKI_K98001131-00101	TK- LEBENSMITTEL GROSHANDEL IMPORT / EXPORT & LOGISTIK - L .NOWACKI	Hamburg		import-export - food and agriculture | frozen and deep-frozen foods		FALSE			The company TK- LEBENSMITTEL GROSHANDEL IMPORT / EXPORT & LOGISTIK - L .NOWACKI, which operates in the Frozen and deep-frozen foods industry. It also operates in the Import-export - food and agriculture industries. It is based in Hamburg, Germany.	http://www.reserviert.de	Ladenbeker Furtweg 	21033	Frozen and deep-frozen foods, Import-export - food and agriculture	NA	NA	12	53.50103679117178	10.179665714149504
germany	agriculture_livestock	agriculture_import_export	NA	PAGODE-ASIA-PRODUCTS-GMBH_DEU385930-00101	PAGODE ASIA PRODUCTS GMBH	Berlin	1 - 10	food - import-export | import-export - food and agriculture | foods, precooked and gourmet		FALSE	1999	Manufacturer/ Producer	The company PAGODE ASIA PRODUCTS GMBH, is a Manufacturer/ Producer, founded in 1999, which operates in the Import-export - food and agriculture industry. It also operates in the Food - import-export, and Foods, precooked and gourmet industries. It is based in Berlin, Germany.	http://www.pagode-thaifood.de	Bergmannstr. 88 	10961	Import-export - food and agriculture, Food - import-export, Foods, precooked and gourmet	NA	NA	12	52.49228699412661	13.395869953983814
germany	agriculture_livestock	agriculture_import_export	NA	ESSEN-UND-TRINKEN-GASTRONOMIE-GMBH_00000004917463-001	ESSEN UND TRINKEN GASTRONOMIE GMBH	Bonn		import-export - food and agriculture | hotels, bars, cafés and restaurants - machinery and equipment | catering - machinery and equipment | cleaning and maintenance products, industrial | cleaning and maintenance products, household		FALSE	1992	Distributor	The company ESSEN UND TRINKEN GASTRONOMIE GMBH, is a Distributor, founded in 1992, which operates in the Import-export - food and agriculture industry. It also operates in the Hotels, bars, cafés and restaurants - machinery and equipment, Catering - machinery and equipment, Cleaning and maintenance products, industrial, and Cleaning and maintenance products, household industries. It is based in Bonn, Germany.		Remigiusplatz 2-4 	53111	Import-export - food and agriculture, Hotels, bars, cafés and restaurants - machinery and equipment, Catering - machinery and equipment, Cleaning and maintenance products, industrial, Cleaning and maintenance products, household	NA	NA	12	50.73897616115882	7.0973300971662034
germany	agriculture_livestock	agriculture_import_export	NA	EBG-WICON-GMBH-CO-KG_00000004797290-001	EBG WICON GMBH & CO. KG	Pinneberg		food - import-export | import-export - food and agriculture | frozen and deep-frozen foods | ores, ferrous and non-ferrous | stationery		FALSE		Service Provider	The company EBG WICON GMBH & CO. KG, is a Service Provider, which operates in the Frozen and deep-frozen foods industry. It also operates in the Import-export - food and agriculture, Food - import-export, Ores, ferrous and non-ferrous, and Stationery industries. It is based in Pinneberg, Germany.		Wuppermanstrasse 1 	25421	Frozen and deep-frozen foods, Import-export - food and agriculture, Food - import-export, Ores, ferrous and non-ferrous, Stationery	NA	NA	12	53.65149664132941	9.790472690705258
germany	agriculture_livestock	agriculture_import_export	NA	ARMITRON-INHABER-WOLFGANG-FRIEDL_00000004921095-001	ARMITRON INHABER WOLFGANG FRIEDL	München		import-export - food and agriculture | coffee and tea | tea | condiments, extracts and spices | cocoa and chocolate		FALSE		Service Provider	The company ARMITRON INHABER WOLFGANG FRIEDL, is a Service Provider, which operates in the Coffee and tea industry. It also operates in the Tea, Condiments, extracts and spices, Cocoa and chocolate, and Import-export - food and agriculture industries. It is based in München, Germany.		Englschalkinger Strasse 198 	81927	Coffee and tea, Tea, Condiments, extracts and spices, Cocoa and chocolate, Import-export - food and agriculture	NA	NA	12	48.157465198752995	11.637479534183427
germany	agriculture_livestock	agriculture_import_export	NA	CHINA-IMPORT-SERVICE-LOGISTICS-EK-INTERNATIONALE-SPEDITION_00000005091370-001	CHINA IMPORT SERVICE & LOGISTICS E.K. INTERNATIONALE SPEDITION	Hamburg		import-export - agents | import-export - food and agriculture | souvenirs and advertising items		FALSE		Service Provider	The company CHINA IMPORT SERVICE & LOGISTICS E.K. INTERNATIONALE SPEDITION, is a Service Provider, which operates in the Import-export - food and agriculture industry. It also operates in the Souvenirs and advertising items, and Import-export - agents industries. It is based in Hamburg, Germany.	http://www.asien-import-service.de	Rungedamm 37 	21035	Import-export - food and agriculture, Souvenirs and advertising items, Import-export - agents	NA	NA	12	53.482355970451835	10.171486163368769
germany	agriculture_livestock	agriculture_import_export	NA	HOLZPLATTEN-VERKAUFS-GMBH_00000004889291-001	HOLZPLATTEN VERKAUFS GMBH	Stuttgart		import-export - food and agriculture | ores, ferrous and non-ferrous | wood, undressed | wood - sawn and treated | panels, wood		FALSE		Distributor	The company HOLZPLATTEN VERKAUFS GMBH, is a Distributor, which operates in the Import-export - food and agriculture industry. It also operates in the Ores, ferrous and non-ferrous, Wood, undressed, Wood - sawn and treated, and Panels, wood industries. It is based in Stuttgart, Germany.		Botnanger Strasse 33 	70193	Import-export - food and agriculture, Ores, ferrous and non-ferrous, Wood, undressed, Wood - sawn and treated, Panels, wood	NA	NA	12	48.77930178759771	9.149051376758711
germany	agriculture_livestock	agriculture_import_export	NA	THOMAS-GASTROAUSSTATTER_00000005051036-001	THOMAS GASTROAUSSTATTER	Rohrbach		import-export - food and agriculture | hotels, bars, cafés and restaurants - machinery and equipment | catering - machinery and equipment | cleaning and maintenance products, industrial | cleaning and maintenance products, household		FALSE		Distributor	The company THOMAS GASTROAUSSTATTER, is a Distributor, which operates in the Import-export - food and agriculture industry. It also operates in the Hotels, bars, cafés and restaurants - machinery and equipment, Catering - machinery and equipment, Cleaning and maintenance products, industrial, and Cleaning and maintenance products, household industries. It is based in Rohrbach, Germany.		Waaler Strasse 33 	85296	Import-export - food and agriculture, Hotels, bars, cafés and restaurants - machinery and equipment, Catering - machinery and equipment, Cleaning and maintenance products, industrial, Cleaning and maintenance products, household	NA	NA	12	48.6154293	11.542653324133068
