country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	city	postcode	keywords	products	products_language	chunk	lat	long
france	agriculture_livestock	indoor_and_greenhouse_plants_floristry	NA	ETABLISSEMENTS-JEAN-FERRARI_FRA061795-00101	ETABLISSEMENTS JEAN FERRARI	Avignon	11 - 50	indoor and greenhouse plants, floristry	Registered office	FALSE	1974	Wholesaler	The company ETABLISSEMENTS JEAN FERRARI, is a Wholesaler, founded in 1974, which operates in the Indoor and greenhouse plants, floristry industry. It is based in Avignon, France.	http://ferraripro.fr/v3/	40 Rue Du Clos Saint Nicolas 	 84000 Avignon	84000	Indoor and greenhouse plants, floristry	NA	NA	31253	43.9417011	4.8368285516616165
