country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	city	postcode	keywords	products	products_language	chunk	lat	long
france	agriculture_livestock	horticulture_forestry	NA	ENVIRONET_FRA614466-00101	ENVIRONET	Soorts Hossegor	1 - 10	landscaping and gardening services | open space amenities	Registered office	FALSE			The company ENVIRONET, which operates in the Landscaping and gardening services industry. It also operates in the Open space amenities industries. It is based in Soorts Hossegor, France.		63 Place De Tours 	 40150 Soorts Hossegor	40150	Landscaping and gardening services, Open space amenities	NA	NA	26516	43.66548105	-1.3983510814516111
