country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	city	postcode	keywords	products	products_language	chunk	lat	long
austria	agriculture_livestock	indoor_and_greenhouse_plants_floristry	NA	HOLZERNTE-FRIEDL-GMBH_AUT049876-00101	HOLZERNTE FRIEDL GMBH	Griffen	11 - 50	indoor and greenhouse plants, floristry | nurseries	Registered office	FALSE			The company HOLZERNTE FRIEDL GMBH, which operates in the Nurseries industry. It also operates in the Indoor and greenhouse plants, floristry industries. It is based in Griffen, Austria.		Langegg 16 	 9112 Griffen	9112	Nurseries, Indoor and greenhouse plants, floristry	NA	NA	30864	46.71306709709043	14.727874041045473
