country	group	sector	subsector	id	company_name	company_city	company_headcount	supplier_of	site_status	verified_by_europages	year_established	main_activity	information	websites	address	city	postcode	keywords	products	products_language	chunk	lat	long
france	agriculture_livestock	fruits_and_vegetables_import_export	NA	ETABLISSEMENTS-POUIT-ET-BANNIER_FRA641332-00101	ETABLISSEMENTS POUIT ET BANNIER	Montelimar	1 - 10	fruits and vegetables - import-export	Registered office	FALSE			The company ETABLISSEMENTS POUIT ET BANNIER, which operates in the Fruits and vegetables - import-export industry. It is based in Montelimar, France.		Beausseret 	 26200 Montelimar	26200	Fruits and vegetables - import-export	NA	NA	21650	44.554847050000006	4.742043705926569
